Type,Gender,Breed1,Color1,Color2,State,Age,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,is_adopted
Cat,Mixed,Domestic Short Hair,Black,Gray,Kuala Lumpur,0.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Medium Hair,Golden,White,Perak,2.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Brown,White,Kuala Lumpur,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,9.0,1
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Female,Domestic Short Hair,White,NoColor,Kuala Lumpur,8.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,13.0,0
Dog,Mixed,Mixed Breed,Black,Brown,Selangor,2.0,3.0,1.0,2.0,1.0,2.0,1.0,6.0,50.0,0.0,12.0,1
Cat,Female,Domestic Medium Hair,Black,Golden,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Male,Mixed Breed,Black,Brown,Selangor,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,14.0,1
Cat,Female,Domestic Medium Hair,White,NoColor,Kuala Lumpur,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100.0,0.0,8.0,0
Cat,Female,Dilute Tortoiseshell,Brown,Yellow,Selangor,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Terrier,Black,Gray,Selangor,36.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,200.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Brown,Golden,Selangor,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Domestic Medium Hair,White,NoColor,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,12.0,1
Cat,Female,Tabby,Black,Brown,Kuala Lumpur,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Male,Mixed Breed,Brown,White,Kuala Lumpur,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Golden Retriever,Golden,NoColor,Johor,12.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Domestic Short Hair,Black,Brown,Kuala Lumpur,48.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Female,Mixed Breed,Golden,NoColor,Johor,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,350.0,0.0,8.0,1
Dog,Male,Terrier,Brown,White,Selangor,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Black,Brown,Selangor,12.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Kuala Lumpur,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Male,Domestic Short Hair,Gray,White,Selangor,12.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Medium Hair,Black,Gray,Kuala Lumpur,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,4.0,1
Dog,Female,Doberman Pinscher,Brown,NoColor,Selangor,60.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,White,NoColor,Pulau Pinang,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Perak,1.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Short Hair,White,NoColor,Pulau Pinang,5.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,4.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Black,Brown,Negeri Sembilan,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Gray,NoColor,Kuala Lumpur,48.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0
Cat,Mixed,Singapura,Cream,White,Kuala Lumpur,4.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,7.0,1
Cat,Mixed,Domestic Medium Hair,Black,Brown,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Pulau Pinang,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,0
Cat,Male,Domestic Short Hair,Yellow,White,Kuala Lumpur,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,Black,Brown,Pulau Pinang,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Male,Domestic Short Hair,Yellow,White,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Poodle,Black,NoColor,Selangor,12.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,300.0,0.0,5.0,0
Cat,Mixed,Domestic Short Hair,Black,Brown,Kuala Lumpur,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Female,Mixed Breed,Black,NoColor,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,11.0,1
Cat,Female,Domestic Medium Hair,Brown,Yellow,Selangor,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Black,White,Selangor,6.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Female,Domestic Short Hair,Black,Yellow,Selangor,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Cream,NoColor,Selangor,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Siberian,White,NoColor,Selangor,6.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1
Cat,Male,Domestic Short Hair,Black,White,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Mixed,Domestic Medium Hair,Black,Gray,Kuala Lumpur,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,0
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Selangor,36.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0
Dog,Male,Mixed Breed,Brown,Cream,Kuala Lumpur,12.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,White,Kuala Lumpur,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Male,Mixed Breed,Cream,White,Selangor,8.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Cream,White,Selangor,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50.0,0.0,3.0,1
Dog,Female,Mixed Breed,Black,White,Kuala Lumpur,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Male,Domestic Medium Hair,Brown,Yellow,Kuala Lumpur,11.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Cream,White,Pulau Pinang,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Medium Hair,Brown,Golden,Negeri Sembilan,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Siamese,Black,NoColor,Kuala Lumpur,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,12.0,1
Dog,Female,Mixed Breed,Brown,Cream,Selangor,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Golden,White,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,German Spitz,Black,Brown,Selangor,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,Black,NoColor,Selangor,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Selangor,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Siamese,Brown,Yellow,Kuala Lumpur,13.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Male,Domestic Short Hair,Gray,NoColor,Selangor,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1
Dog,Female,Mixed Breed,Black,Cream,Pulau Pinang,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,100.0,0.0,2.0,0
Dog,Mixed,Spitz,Black,Golden,Selangor,2.0,2.0,3.0,1.0,1.0,2.0,1.0,7.0,0.0,0.0,21.0,1
Dog,Female,Mixed Breed,Black,Brown,Kuala Lumpur,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,200.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Black,NoColor,Kuala Lumpur,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1
Cat,Male,Tabby,Golden,Yellow,Selangor,12.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Mixed,Siamese,Brown,Cream,Johor,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1
Cat,Female,Domestic Medium Hair,Black,White,Selangor,7.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,9.0,1
Cat,Male,Domestic Short Hair,Brown,Cream,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Brown,Golden,Kuala Lumpur,14.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Mixed,Oriental Short Hair,Black,Gray,Negeri Sembilan,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Black,White,Selangor,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,36.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Kedah,5.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,5.0,0
Dog,Female,Mixed Breed,White,NoColor,Selangor,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,30.0,1
Dog,Male,Mixed Breed,Yellow,NoColor,Pulau Pinang,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,20.0,0.0,1.0,1
Cat,Mixed,Domestic Medium Hair,Black,Brown,Pulau Pinang,3.0,3.0,2.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,0
Cat,Male,Domestic Short Hair,Black,Yellow,Kuala Lumpur,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,Black,Gray,Kuala Lumpur,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Tabby,Brown,Golden,Kuala Lumpur,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Brown,White,Selangor,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,0
Cat,Female,Bengal,Brown,White,Selangor,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Gray,NoColor,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Gray,NoColor,Selangor,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50.0,0.0,3.0,1
Dog,Mixed,Pit Bull Terrier,Black,Brown,Pahang,1.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,100.0,0.0,5.0,1
Dog,Mixed,Mixed Breed,Brown,Golden,Kuala Lumpur,2.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,0.0,0.0,1.0,1
Dog,Female,Doberman Pinscher,Black,Brown,Selangor,8.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Black,Brown,Selangor,5.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0
Cat,Male,Domestic Short Hair,Yellow,NoColor,Kuala Lumpur,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Cream,NoColor,Selangor,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Mixed,Domestic Short Hair,Black,Gray,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,9.0,0.0,6.0,1
Cat,Mixed,Domestic Short Hair,Cream,Gray,Selangor,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,8.0,1
Cat,Mixed,Domestic Medium Hair,Black,Gray,Selangor,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,1
Cat,Male,Tortoiseshell,Black,Brown,Selangor,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,1
Cat,Female,Domestic Short Hair,Black,White,Selangor,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,English Springer Spaniel,Brown,White,Selangor,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Black,Gray,Selangor,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1
Dog,Male,Shih Tzu,Brown,Cream,Selangor,52.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,100.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Black,Gray,Selangor,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0,0.0,6.0,1
Cat,Mixed,Exotic Shorthair,Black,Gray,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,14.0,1
Cat,Female,Domestic Short Hair,Black,White,Selangor,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Golden,White,Selangor,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Black,White,Pulau Pinang,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Mixed,Domestic Short Hair,Black,Brown,Perak,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Black,White,Selangor,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0
Cat,Mixed,Domestic Short Hair,Black,Cream,Selangor,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Black,White,Kuala Lumpur,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Golden,Yellow,Kuala Lumpur,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Yellow,White,Selangor,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120.0,0.0,5.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Female,Mixed Breed,Black,NoColor,Kuala Lumpur,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Female,Rottweiler,Black,NoColor,Kuala Lumpur,10.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,White,NoColor,Selangor,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,1
Dog,Female,Shih Tzu,White,NoColor,Selangor,36.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Pahang,1.0,2.0,1.0,2.0,2.0,3.0,1.0,7.0,0.0,0.0,0.0,0
Cat,Female,Bengal,Gray,NoColor,Selangor,16.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,100.0,0.0,2.0,1
Dog,Female,Mixed Breed,Golden,NoColor,Selangor,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Male,Mixed Breed,Black,White,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Siamese,Brown,White,Selangor,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,150.0,0.0,5.0,1
Dog,Male,Mixed Breed,Black,Brown,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0
Cat,Female,Domestic Short Hair,Brown,NoColor,Kedah,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Terrier,Black,White,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,1
Cat,Male,Domestic Short Hair,Black,NoColor,Selangor,12.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Domestic Short Hair,Black,White,Selangor,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Black,Gray,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Black,White,Selangor,7.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Bull Terrier,White,NoColor,Selangor,84.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Singapura,Black,Yellow,Selangor,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Cream,NoColor,Johor,6.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Negeri Sembilan,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Male,Labrador Retriever,Brown,NoColor,Selangor,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,German Shepherd Dog,Black,Brown,Selangor,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Mixed,Australian Kelpie,Black,White,Pahang,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,1
Dog,Male,Toy Fox Terrier,Black,Brown,Selangor,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Male,Mixed Breed,Black,NoColor,Selangor,37.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0
Dog,Female,Mixed Breed,Black,NoColor,Kuala Lumpur,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,10.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Perak,8.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,0.0,2.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,Yellow,Kuala Lumpur,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Selangor,0.0,1.0,2.0,2.0,2.0,3.0,1.0,7.0,0.0,0.0,8.0,1
Cat,Female,Domestic Short Hair,Black,Yellow,Selangor,24.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,23.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Melaka,48.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1
Cat,Female,Persian,Cream,Gray,Selangor,12.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,White,NoColor,Kuala Lumpur,60.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Golden,NoColor,Pulau Pinang,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Female,Domestic Medium Hair,Brown,Gray,Kuala Lumpur,6.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,6.0,1
Cat,Female,Domestic Short Hair,White,NoColor,Selangor,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Male,Mixed Breed,Brown,White,Kuala Lumpur,24.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Male,Domestic Medium Hair,Black,Brown,Selangor,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,150.0,0.0,3.0,1
Cat,Male,American Curl,Black,White,Selangor,48.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,0.0,4.0,1
Dog,Mixed,Mixed Breed,Brown,NoColor,Kuala Lumpur,12.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,0.0,0.0,6.0,0
Dog,Mixed,Mixed Breed,Black,Cream,Kuala Lumpur,3.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,1
Cat,Female,Tabby,Gray,NoColor,Selangor,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,British Shorthair,Yellow,Cream,Selangor,29.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,70.0,0.0,3.0,1
Dog,Male,Mixed Breed,Black,Brown,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Cat,Mixed,Domestic Medium Hair,Black,Brown,Kuala Lumpur,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,10.0,1.0,6.0,1
Dog,Mixed,Mixed Breed,Brown,Yellow,Selangor,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Black,White,Kuala Lumpur,12.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,0
Cat,Mixed,Persian,Black,Brown,Selangor,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,50.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Cream,NoColor,Selangor,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Female,Terrier,Black,White,Selangor,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Calico,Black,Yellow,Selangor,12.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Mixed,Spitz,Brown,Cream,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,0.0,0.0,5.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Short Hair,Black,Golden,Perak,24.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,0.0,0.0,4.0,0
Cat,Male,Domestic Medium Hair,Black,White,Selangor,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1
Cat,Male,Domestic Short Hair,Black,White,Selangor,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Pulau Pinang,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Medium Hair,Black,Gray,Pulau Pinang,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1
Cat,Male,Domestic Medium Hair,Yellow,White,Selangor,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Brown,Cream,Selangor,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,100.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Black,Brown,Selangor,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Kuala Lumpur,3.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,0.0,0.0,5.0,0
